GO NO,ARREST BOOKING NO_PK,PIN,AGE,SEX,RACE,ETHNICITY,ARREST DATE,ARREST TIME,BT,ARREST REASON,ARREST TYPE,SUMMARY OF FACTS,ARREST OFFICER,ARREST OFFICER NAME,CURRENT STATUS,YOUNG OFFENDER?
SJ2021210339710,SJ20211374,442248967,20,M,H,H,2/6/2021,229,E3,ON VIEW,ON VIEW ARREST,DRIVING/TAKING VEHICLE W/O OWNERS PERMISSION (ONVW),,,CHARGED/BOOKED,N
SJ2021210360541,SJ20212417,442264662,19,M,H,H,2/6/2021,1218,L5,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4818,HO,CITED,N
SJ2021210360991,SJ20211304,441855275,49,M,H,H,2/6/2021,1,L4,ON VIEW,ON VIEW ARREST,OBSTRUCT/RESIST PUB OFCR (ONVW),,,CHARGED/BOOKED,N
SJ2021210370024,SJ20211302,442294799,52,M,H,H,2/6/2021,100,K5,ON VIEW,ON VIEW ARREST,DUI ALCOHOL/DRUGS (ONVW),,,CHARGED/BOOKED,N
SJ2021210370039,SJ20211305,442084399,31,M,H,H,2/6/2021,103,L2,ON VIEW,ON VIEW ARREST,BURGLARY: FIRST DEGREE (ONVW),,,CHARGED/BOOKED,N
SJ2021210370041,SJ20211324,442294905,20,M,H,H,2/6/2021,145,,ON VIEW,ON VIEW ARREST,EVADE PEACE OFCR/RECKLS DRIV (ONVW),,,CHARGED/BOOKED,N
SJ2021210370103,SJ20211309,442294866,28,F,H,H,2/6/2021,350,S5,ON VIEW,ON VIEW ARREST,DUI WITH ALCOHOL 0 08 PERCENT OR MORE (ONVW),,,CHARGED/BOOKED,N
SJ2021210370141,SJ20211325,442271220,37,M,H,H,2/6/2021,617,S6,ON VIEW,ON VIEW ARREST,OBSTRUCT/RESIST EXECUTIVE OFFICER (ONVW),,,CHARGED/BOOKED,N
SJ2021210370152,SJ20211307,441880170,28,M,B,B,2/6/2021,744,V4,ON VIEW,ON VIEW ARREST,THREATEN CRIME W/INTENT TO TERRORIZE (ONVW),,,CHARGED/BOOKED,N
SJ2021210370166,SJ20212088,441907150,38,M,H,H,2/6/2021,800,T5,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4821,ANDERSON,CITED,N
SJ2021210370201,SJ20212600,441875213,39,M,W,W,2/6/2021,838,T2,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4821,ANDERSON,CITED,N
SJ2021210370248,SJ20211706,442134052,17,M,H,H,2/6/2021,1207,,ON VIEW,ON VIEW ARREST,BURG/CRIM THREATS/BRANDISH WPN/GANG,,,CHARGED/BOOKED,Y
SJ2021210370248,SJ20211707,442240847,14,M,H,H,2/6/2021,1207,,ON VIEW,ON VIEW ARREST,BURG/CRM THREATS/BRANDISH WPN/GANG ENHANCE,,,CHARGED/BOOKED,Y
SJ2021210370248,SJ20211314,442033318,18,M,B,B,2/6/2021,1131,K5,ON VIEW,ON VIEW ARREST,BURGLARY: FIRST DEGREE (ONVW),,,CHARGED/BOOKED,N
SJ2021210370256,SJ20211323,441809872,26,F,H,H,2/6/2021,1221,W1,ON VIEW,ON VIEW ARREST,FALSE ID TO SPECIFIC PEACE OFFICERS (ONVW),,,CHARGED/BOOKED,N
SJ2021210370300,SJ20211313,442178898,37,M,H,H,2/6/2021,1141,Y4,ON VIEW,ON VIEW ARREST,INFLICT CORP INJ ON SPOUSE/COHAB (ONVW),,,CHARGED/BOOKED,N
SJ2021210370322,SJ20211310,441777525,29,M,W,O,2/6/2021,1209,A2,ON VIEW,ON VIEW ARREST,BATTERY (ONVW),,,CHARGED/BOOKED,N
SJ2021210370327,SJ20211308,442258591,24,M,H,H,2/6/2021,1151,L1,ON VIEW,ON VIEW ARREST,VANDALISM (ONVW),,,CHARGED/BOOKED,N
SJ2021210370332,SJ20211312,441793593,53,M,H,H,2/6/2021,1325,Y5,ON VIEW,ON VIEW ARREST,CONTEMPT:DISOBEY CRT ORDR (ONVW),,,CHARGED/BOOKED,N
SJ2021210370383,SJ20214028,441807196,30,M,H,H,2/6/2021,1300,S2,CRIMINAL CITATION,SUMMONED/CITED,POSSESSION OF MARIJUANA 28.5 GRAMS OR LESS (CITE),4545,ORTEGA,CITED,N
SJ2021210370383,SJ20212089,441807196,30,M,H,H,2/6/2021,1249,,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4545,ORTEGA,CITED,N
SJ2021210370394,SJ20211311,441736937,51,M,W,W,2/6/2021,1340,A4,ON VIEW,ON VIEW ARREST,VIO CRT ORD TO PREVNT DOMES VIOL (ONVW),,,CHARGED/BOOKED,N
SJ2021210370426,SJ20211472,442270666,49,F,W,W,2/6/2021,1352,S1,CRIMINAL CITATION,SUMMONED/CITED,TRESPASS:CLOSED LANDS (CITE),4565,PAREDES,CITED,N
SJ2021210370507,SJ20211326,442027097,23,M,H,H,2/6/2021,1539,R4,ON VIEW,ON VIEW ARREST,POSSESSION OF AMMUNITION BY PROHIBITED PERSON (ONVW),4412,DAWSON JR,CHARGED/BOOKED,N
SJ2021210370569,SJ20211477,186846218,36,M,H,H,2/6/2021,1722,L2,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4489,HUNTER,CITED,N
SJ2021210370585,SJ20211321,186844167,41,M,H,H,2/6/2021,1715,R4,ON VIEW,ON VIEW ARREST,POSS CONTRLD SUB (ONVW),4585,KARTSANG,CHARGED/BOOKED,N
SJ2021210370630,SJ20211320,442062223,42,F,W,W,2/6/2021,1830,T2,ON VIEW,ON VIEW ARREST,BAT:SPOUSE/EX SP/DATE/ETC (ONVW),4537,RODRIGUEZ,CHARGED/BOOKED,N
SJ2021210370631,SJ20211319,441907559,30,M,W,W,2/6/2021,1819,Y3,ON VIEW,ON VIEW ARREST,BURGLARY: SECOND DEGREE (ONVW),,,CHARGED/BOOKED,N
SJ2021210370655,SJ20211317,101122306,23,M,H,H,2/6/2021,1859,P5,ON VIEW,ON VIEW ARREST,FELON/ETC POSS/ETC FIREARM (ONVW),4423,PREUSS,CHARGED/BOOKED,N
SJ2021210370655,SJ20211471,442207891,18,M,H,H,2/6/2021,1900,P5,CRIMINAL CITATION,SUMMONED/CITED,POSSESS NARC CONTROL SUBSTANCE (CITE),4394,SINGH,CITED,N
SJ2021210370686,SJ20211318,441960875,34,F,H,H,2/6/2021,1902,M1,ON VIEW,ON VIEW ARREST,INFLICT CORP INJ ON SPOUSE/COHAB (ONVW),4559,BROWER,CHARGED/BOOKED,N
SJ2021210370743,SJ20211475,5243137,26,M,A,A,2/6/2021,2130,W2,CRIMINAL CITATION,SUMMONED/CITED,"RESISTING, DELAYING, OBSTRUCTING AN OFFICER (CITE)",4572,MARROQUIN,CITED,N
SJ2021210370753,SJ20211473,442295547,22,M,H,H,2/6/2021,2220,C5,CRIMINAL CITATION,SUMMONED/CITED,EXHIBITION OF SPEED (CITE),4598,ARAYA,CITED,N
SJ2021210370753,SJ20211677,442296073,22,M,H,H,2/6/2021,2136,,ON VIEW,ON VIEW ARREST,RECKLESS DRIVING IN OFFSTREET PARKING FACILITY (ONVW),3548,STULTS,CHARGED/BOOKED,N
SJ2021210370753,SJ20211674,442296072,19,M,H,H,2/6/2021,2111,,ON VIEW,ON VIEW ARREST,RECKLESS DRIVING (ONVW),,,CHARGED/BOOKED,N
SJ2021210370753,SJ20211676,441930785,19,M,H,H,2/6/2021,2123,,ON VIEW,ON VIEW ARREST,RECKLESS DRIVING IN OFFSTREET PARKING FACILITY (ONVW),,,CHARGED/BOOKED,N
SJ2021210370875,SJ20211474,441891329,25,M,H,H,2/6/2021,1052,T2,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4592,ELLS,CITED,N
SJ2021210370889,SJ20211330,441803995,24,M,H,H,2/6/2021,2331,V1,ON VIEW,ON VIEW ARREST,INFLICT CORP INJ ON SPOUSE/COHAB (ONVW),,,CHARGED/BOOKED,N
SJ2021210370900,SJ20211328,442294916,24,M,H,H,2/6/2021,2308,F2,ON VIEW,ON VIEW ARREST,OBSTRUCT OR RESIST EXECUTIVE OFFICER (ONVW),,,CHARGED/BOOKED,N
SJ2021210370922,SJ20211327,297011731,53,M,H,H,2/6/2021,2333,V1,ON VIEW,ON VIEW ARREST,POSSESS CONTROLLED SUBSTANCE (ONVW),,,CHARGED/BOOKED,N
SJ2021210370925,SJ20211329,441885486,35,M,W,W,2/6/2021,2350,,ON VIEW,ON VIEW ARREST,BRANDISHING A FIREARM (ONVW),4781,JOSEPH,CHARGED/BOOKED,N
SJ2021J3409724 C,SJ20211477,186846218,36,M,H,H,2/6/2021,1722,L2,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4489,HUNTER,CITED,N
SJ2021J3441769 C,SJ20211471,442207891,18,M,H,H,2/6/2021,1900,P5,CRIMINAL CITATION,SUMMONED/CITED,POSSESS NARC CONTROL SUBSTANCE (CITE),4394,SINGH,CITED,N
SJ2021J3464289 C,SJ20212089,441807196,30,M,H,H,2/6/2021,1249,,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4545,ORTEGA,CITED,N
SJ2021J3468521 C,SJ20211475,5243137,26,M,A,A,2/6/2021,2130,W2,CRIMINAL CITATION,SUMMONED/CITED,"RESISTING, DELAYING, OBSTRUCTING AN OFFICER (CITE)",4572,MARROQUIN,CITED,N
SJ2021J3472386 C,SJ20211473,442295547,22,M,H,H,2/6/2021,2220,C5,CRIMINAL CITATION,SUMMONED/CITED,EXHIBITION OF SPEED (CITE),4598,ARAYA,CITED,N
SJ2021J3472419 C,SJ20212088,441907150,38,M,H,H,2/6/2021,800,T5,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4821,ANDERSON,CITED,N
SJ2021J3472420 C,SJ20212600,441875213,39,M,W,W,2/6/2021,838,T2,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4821,ANDERSON,CITED,N
SJ2021J3472753 C,SJ20211472,442270666,49,F,W,W,2/6/2021,1352,S1,CRIMINAL CITATION,SUMMONED/CITED,TRESPASS:CLOSED LANDS (CITE),4565,PAREDES,CITED,N
SJ2021J3473172 C,SJ20212602,442299240,41,F,W,W,2/6/2021,750,T3,CRIMINAL CITATION,SUMMONED/CITED,FAILING TO PROVIDE EVIDENCE OF FINANCIAL RESPONSIBILITY (CITE),4864,CORDERO,CITED,N
SJ2021J3475636 C,SJ20212417,442264662,19,M,H,H,2/6/2021,1218,L5,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4818,HO,CITED,N
SJ2021J3479504 C,SJ20211474,441891329,25,M,H,H,2/6/2021,1052,T2,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4592,ELLS,CITED,N
SJ2021WARRANT C,SJ20213960,441831228,36,F,B,B,2/6/2021,253,C5,CRIMINAL CITATION,SUMMONED/CITED,VANDALISM LESS THAN $400 (CITE),4713,CAMPOY,CITED,N
SJ2021WARRANT C,SJ20214028,441807196,30,M,H,H,2/6/2021,1300,S2,CRIMINAL CITATION,SUMMONED/CITED,POSSESSION OF MARIJUANA 28.5 GRAMS OR LESS (CITE),4545,ORTEGA,CITED,N
SJ2021210370349,SJ20211339,442184161,32,M,H,H,2/7/2021,1438,F3,ON VIEW,ON VIEW ARREST,THEFT OR UNAUTHORIZED USE OF VEHICLE (ONVW),4838,NGUYEN,CHARGED/BOOKED,N
SJ2021210370415,SJ20212516,317522952,28,M,W,W,2/7/2021,1537,E3,ON VIEW,ON VIEW ARREST,BURGLARY: FIRST DEGREE (ONVW),4802,MEDINA,CHARGED/BOOKED,N
SJ2021210380019,SJ20211352,442131556,32,F,H,W,2/7/2021,26,W4,ON VIEW,ON VIEW ARREST,TRANS/SELL CONTRLD SUB (ONVW),4582,JUSTO,CHARGED/BOOKED,N
SJ2021210380194,SJ20211355,442295008,26,M,H,H,2/7/2021,1137,X1,ON VIEW,ON VIEW ARREST,INFLICT CORP INJ ON SPOUSE/COHAB (ONVW),,,CHARGED/BOOKED,N
SJ2021210380212,SJ20211335,442294995,41,M,H,H,2/7/2021,1045,W2,ON VIEW,ON VIEW ARREST,RAPE:NOT SPECIFIED (ONVW),4635,DEGRAVE,CHARGED/BOOKED,N
SJ2021210380214,SJ20211357,441730274,36,M,B,B,2/7/2021,942,R4,ON VIEW,ON VIEW ARREST,FORCE/ADW NOT FIREARM:GBI LIKELY (ONVW),4687,VENEZIO,CHARGED/BOOKED,N
SJ2021210380231,SJ20211334,442294993,39,F,A,C,2/7/2021,1044,T1,ON VIEW,ON VIEW ARREST,BAT:SPOUSE/EX SP/DATE/ETC (ONVW),4774,TONG,CHARGED/BOOKED,N
SJ2021210380241,SJ20211375,442174109,26,M,W,W,2/7/2021,1314,Y4,ON VIEW,ON VIEW ARREST,INFLICT CORPORAL INJ SPOUSE/COHAB (ONVW),,,CHARGED/BOOKED,N
SJ2021210380248,SJ20211478,442119767,27,M,H,H,2/7/2021,1014,K1,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4863,BELHAMRA,CITED,N
SJ2021210380265,SJ20211336,441779489,37,M,H,H,2/7/2021,1038,F4,ON VIEW,ON VIEW ARREST,VIO CRT ORD TO PREVNT DOMES VIOL (ONVW),4804,DIVINA JR,CHARGED/BOOKED,N
SJ2021210380277,SJ20211479,442067169,36,M,H,H,2/7/2021,1105,L4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),,,CITED,N
SJ2021210380306,SJ20211345,441974648,27,M,H,W,2/7/2021,1216,M2,ON VIEW,ON VIEW ARREST,L & L CONDUCT UPON CHILD (ONVW),4794,CAMPBELL,CHARGED/BOOKED,N
SJ2021210380309,SJ20211332,442108540,39,F,H,H,2/7/2021,1147,E2,ON VIEW,ON VIEW ARREST,INFLICT CORP INJ ON SPOUSE/COHAB (ONVW),4871,MONTEON,CHARGED/BOOKED,N
SJ2021210380313,SJ20211483,441753754,42,M,H,H,2/7/2021,1147,L4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4892,GOTTWALS,CITED,N
SJ2021210380320,SJ20211342,265683203,43,M,W,W,2/7/2021,1236,V2,ON VIEW,ON VIEW ARREST,BURGLARY: FIRST DEGREE (ONVW),4890,DIAZ,CHARGED/BOOKED,N
SJ2021210380359,SJ20211337,367198466,30,M,H,H,2/7/2021,1341,V2,ON VIEW,ON VIEW ARREST,BAT:SPOUSE/EX SP/DATE/ETC (ONVW),4857,MADERA ARROYO,CHARGED/BOOKED,N
SJ2021210380404,SJ20211481,252838416,41,M,H,H,2/7/2021,1340,L4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS NARC CONTROL SUBSTANCE (CITE),3658,ROBERSON,CITED,N
SJ2021210380413,SJ20211333,441777442,36,M,O,O,2/7/2021,1352,S2,ON VIEW,ON VIEW ARREST,VIOLATION OF PROTECTIVE ORDER OR STAY AWAY COURT ORDER (ONVW),4842,LEDESMA,CHARGED/BOOKED,N
SJ2021210380423,SJ20211339,442184161,32,M,H,H,2/7/2021,1438,F3,ON VIEW,ON VIEW ARREST,THEFT OR UNAUTHORIZED USE OF VEHICLE (ONVW),4838,NGUYEN,CHARGED/BOOKED,N
SJ2021210380469,SJ20211338,441936577,51,M,H,H,2/7/2021,1453,E1,ON VIEW,ON VIEW ARREST,POSSESS CONTROLLED SUBSTANCE (ONVW),4863,BELHAMRA,CHARGED/BOOKED,N
SJ2021210380566,SJ20214027,442234739,55,M,W,W,2/7/2021,1748,A2,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4452,AVILA JR,CITED,N
SJ2021210380570,SJ20211358,269091073,39,F,W,H,2/7/2021,1724,E2,ON VIEW,ON VIEW ARREST,ARSON (ONVW),4729,TORRES,CHARGED/BOOKED,N
SJ2021210380579,SJ20211359,442295017,53,M,H,H,2/7/2021,1733,F5,ON VIEW,ON VIEW ARREST,ASSAULT WITH A DEADLY WEAPON (PUNISHMENT) (ONVW),4673,LINDENBERG,CHARGED/BOOKED,N
SJ2021210380617,SJ20211360,442024262,68,F,W,W,2/7/2021,1845,T4,ON VIEW,ON VIEW ARREST,DRAW/EXHB F/ARM OTH DEAD WPN (ONVW),4540,SERASSIO,CHARGED/BOOKED,N
SJ2021210380644,SJ20211480,442295029,75,M,O,O,2/7/2021,2000,A3,CRIMINAL CITATION,SUMMONED/CITED,PETTY THEFT (CITE),4598,ARAYA,CITED,N
SJ2021210380661,SJ20211369,442295074,36,M,A,C,2/7/2021,1946,X1,ON VIEW,ON VIEW ARREST,BAT:SPOUSE/EX SP/DATE/ETC (ONVW),4870,LOPES,CHARGED/BOOKED,N
SJ2021210380777,SJ20211798,441890206,61,M,H,H,2/7/2021,2128,M4,CRIMINAL CITATION,SUMMONED/CITED,FLS REPORT OF EMERGENCY (CITE),4768,NGO,CITED,N
SJ2021210380794,SJ20211484,442119767,27,M,H,H,2/7/2021,2204,K1,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4754,CHUA,CITED,N
SJ2021210380839,SJ20211461,442295550,21,M,O,Z,2/7/2021,2308,X1,ON VIEW,ON VIEW ARREST,DUI WITH ALCOHOL 0 08 PERCENT OR MORE (ONVW),4820,VRANICH,CHARGED/BOOKED,N
SJ2021210380878,SJ20211482,442048137,46,M,W,W,2/7/2021,2320,K2,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4722,ROSARIO,CITED,N
SJ2021210380880,SJ20211362,441873896,40,M,H,H,2/7/2021,2319,C2,ON VIEW,ON VIEW ARREST,"RESISTING, DELAYING, OBSTRUCTING AN OFFICER (ONVW)",,,CHARGED/BOOKED,N
SJ2021210380886,SJ20211361,442295030,34,M,H,H,2/7/2021,2321,,ON VIEW,ON VIEW ARREST,INFLICT CORP INJ ON SPOUSE/COHAB (ONVW),,,CHARGED/BOOKED,N
SJ2021210390110,SJ20212551,442114068,27,M,H,H,2/7/2021,1108,C2,ON VIEW,ON VIEW ARREST,BURGLARY: FIRST DEGREE (ONVW),,,CHARGED/BOOKED,N
SJ2021J3411474 C,SJ20211484,442119767,27,M,H,H,2/7/2021,2204,K1,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4754,CHUA,CITED,N
SJ2021J3468556 C,SJ20211482,442048137,46,M,W,W,2/7/2021,2320,K2,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4722,ROSARIO,CITED,N
SJ2021J3472387 C,SJ20211480,442295029,75,M,O,O,2/7/2021,2000,A3,CRIMINAL CITATION,SUMMONED/CITED,PETTY THEFT (CITE),4598,ARAYA,CITED,N
SJ2021J3476164 C,SJ20211483,441753754,42,M,H,H,2/7/2021,1147,L4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4892,GOTTWALS,CITED,N
SJ2021J3477282 C,SJ20211479,442067169,36,M,H,H,2/7/2021,1105,L4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),,,CITED,N
SJ2021J3477283 C,SJ20211481,252838416,41,M,H,H,2/7/2021,1340,L4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS NARC CONTROL SUBSTANCE (CITE),3658,ROBERSON,CITED,N
SJ2021J3479279 C,SJ20211798,441890206,61,M,H,H,2/7/2021,2128,M4,CRIMINAL CITATION,SUMMONED/CITED,FLS REPORT OF EMERGENCY (CITE),4768,NGO,CITED,N
SJ2021J3479309 C,SJ20211478,442119767,27,M,H,H,2/7/2021,1014,K1,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4863,BELHAMRA,CITED,N
SJ2021WARRANT C,SJ20214027,442234739,55,M,W,W,2/7/2021,1748,A2,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4452,AVILA JR,CITED,N
SJ2021WARRANT C,SJ20214363,442042612,66,M,B,B,2/7/2021,8,P1,CRIMINAL CITATION,SUMMONED/CITED,FAILING TO PROVIDE EVIDENCE OF FINANCIAL RESPONSIBILITY (CITE),4813,PEREZ,CITED,N
SJ2021210310772,SJ20211379,441839907,32,M,H,H,2/8/2021,1539,,ON VIEW,ON VIEW ARREST,DRIVING/TAKING VEHICLE W/O OWNERS PERMISSION (ONVW),,,CHARGED/BOOKED,N
SJ2021210350556,SJ20211385,441774066,30,F,H,H,2/8/2021,1702,M4,ON VIEW,ON VIEW ARREST,AUTO THEFT WITH PRIOR (ONVW),4667,LU,CHARGED/BOOKED,N
SJ2021210380879,SJ20211371,442053233,38,M,F,F,2/8/2021,47,,ON VIEW,ON VIEW ARREST,WILLFUL HARM/INJURY TO CHILD ENDANGERING PERSON OR HEALTH (ONVW),4813,PEREZ,CHARGED/BOOKED,N
SJ2021210380879,SJ20211370,442207463,31,F,H,H,2/8/2021,47,,ON VIEW,ON VIEW ARREST,"POSSESS,BUY,SELLING A FIREARM W/IDENTIFICATION #/MARK REMOVED. (ONVW)",4813,PEREZ,CHARGED/BOOKED,N
SJ2021210380909,SJ20211800,318177537,36,M,H,H,2/8/2021,3,E3,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4810,CODY,CITED,N
SJ2021210390019,SJ20211373,442295091,26,F,H,H,2/8/2021,45,X3,ON VIEW,ON VIEW ARREST,DUI ALCOHOL/DRUGS (ONVW),4527,STIMSON,CHARGED/BOOKED,N
SJ2021210390046,SJ20211363,441791585,28,M,H,H,2/8/2021,106,V1,ON VIEW,ON VIEW ARREST,RECEIVE/ETC KNOWN STOLEN PROPERTY (ONVW),,,CHARGED/BOOKED,N
SJ2021210390091,SJ20212311,442119767,27,M,H,H,2/8/2021,310,K1,ON VIEW,ON VIEW ARREST,TRESPASSING (ONVW),4722,ROSARIO,CHARGED/BOOKED,N
SJ2021210390099,SJ20212312,442247338,44,M,W,W,2/8/2021,948,UI,ON VIEW,ON VIEW ARREST,INFLICT CORP INJ ON SPOUSE/COHAB (ONVW),,,CHARGED/BOOKED,N
SJ2021210390126,SJ20211372,441760754,36,M,H,H,2/8/2021,708,N3,ON VIEW,ON VIEW ARREST,INFLICT CORP INJ ON SPOUSE/COHAB (ONVW),4492,VALVERDE,CHARGED/BOOKED,N
SJ2021210390200,SJ20211494,442158682,38,M,W,W,2/8/2021,836,,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4864,CORDERO,CITED,N
SJ2021210390224,SJ20211376,441898851,20,M,H,H,2/8/2021,905,,ON VIEW,ON VIEW ARREST,ROBBERY (ONVW),,,CHARGED/BOOKED,N
SJ2021210390267,SJ20212314,442295124,21,M,W,W,2/8/2021,1800,Y5,ON VIEW,ON VIEW ARREST,RAPE: VICTIM INTOXICATED OR DRUGGED; AFTER 1/01/91 (ONVW),,,CHARGED/BOOKED,N
SJ2021210390302,SJ20211384,441897651,43,M,W,W,2/8/2021,1030,L4,ON VIEW,ON VIEW ARREST,POSSESS CONTROLLED SUBSTANCE (ONVW),,,CHARGED/BOOKED,N
SJ2021210390324,SJ20211378,441759685,37,F,B,B,2/8/2021,1110,F3,ON VIEW,ON VIEW ARREST,INFLICT CORPORAL INJ SPOUSE/COHAB (ONVW),4838,NGUYEN,CHARGED/BOOKED,N
SJ2021210390333,SJ20211386,270205193,48,M,H,H,2/8/2021,1130,V3,ON VIEW,ON VIEW ARREST,VANDALISM (ONVW),,,CHARGED/BOOKED,N
SJ2021210390413,SJ20211377,365691408,29,M,H,H,2/8/2021,1401,M4,LOCAL BENCH WARRANT,TAKEN INTO CUSTODY/WARRANT ARREST ONLY,BAT:SPOUSE/EX SP/DATE/ETC (LBWR),,,CHARGED/BOOKED,N
SJ2021210390420,SJ20211488,305791248,39,M,O,O,2/8/2021,1410,V3,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4431,NGUYEN,CITED,N
SJ2021210390591,SJ20211390,442128888,29,F,W,W,2/8/2021,1630,L4,ON VIEW,ON VIEW ARREST,POSSESS NARC CONTROL SUBSTANCE (ONVW),3388,ITO,CHARGED/BOOKED,N
SJ2021210390605,SJ20211379,441839907,32,M,H,H,2/8/2021,1539,,ON VIEW,ON VIEW ARREST,DRIVING/TAKING VEHICLE W/O OWNERS PERMISSION (ONVW),,,CHARGED/BOOKED,N
SJ2021210390666,SJ20211385,441774066,30,F,H,H,2/8/2021,1702,M4,ON VIEW,ON VIEW ARREST,AUTO THEFT WITH PRIOR (ONVW),4667,LU,CHARGED/BOOKED,N
SJ2021210390684,SJ20211399,442187467,27,F,H,H,2/8/2021,1915,X2,ON VIEW,ON VIEW ARREST,ELDERLY ABUSE (ONVW),3832,CARMODY,CHARGED/BOOKED,N
SJ2021210390695,SJ20214064,442026210,42,M,A,A,2/8/2021,1759,A4,CRIMINAL CITATION,SUMMONED/CITED,PETTY THEFT (CITE),4598,ARAYA,CITED,N
SJ2021210390695,SJ20211492,442026210,42,M,A,A,2/8/2021,1804,A4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4886,MCCURDY,CITED,N
SJ2021210390695,SJ20211486,442295301,18,M,H,H,2/8/2021,1812,A4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4886,MCCURDY,CITED,N
SJ2021210390756,SJ20211493,442060473,35,M,H,H,2/8/2021,1825,P1,CRIMINAL CITATION,SUMMONED/CITED,TAMPER W/VEH (CITE),4698,TAKTEJEVA,CITED,N
SJ2021210390756,SJ20211496,442019056,26,M,H,H,2/8/2021,1825,P1,CRIMINAL CITATION,SUMMONED/CITED,TAMPER W/VEH (CITE),4698,TAKTEJEVA,CITED,N
SJ2021210390789,SJ20211383,442181470,26,F,A,H,2/8/2021,2001,L2,ON VIEW,ON VIEW ARREST,"RESISTING, DELAYING, OBSTRUCTING AN OFFICER (ONVW)",4581,WIDMER,CHARGED/BOOKED,N
SJ2021210390817,SJ20211380,442295169,34,M,W,W,2/8/2021,1946,,ON VIEW,ON VIEW ARREST,INFLICT CORP INJ ON SPOUSE/COHAB (ONVW),4822,CHANGEUR JR,CHARGED/BOOKED,N
SJ2021210390853,SJ20211381,442295171,63,M,V,V,2/8/2021,2112,L4,ON VIEW,ON VIEW ARREST,BAT:SPOUSE/EX SP/DATE/ETC (ONVW),,,CHARGED/BOOKED,N
SJ2021210390867,SJ20211485,442040531,29,M,W,W,2/8/2021,2113,K3,CRIMINAL CITATION,SUMMONED/CITED,VANDALISM (CITE),4891,LOZANO,CITED,N
SJ2021210390870,SJ20211487,442059478,56,F,H,H,2/8/2021,2100,V4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4629,KULIK,CITED,N
SJ2021210390870,SJ20211489,182190337,52,F,W,W,2/8/2021,2100,V4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4629,KULIK,CITED,N
